"flight_date","total_landings"
"2025-04-12 00:00:00.000 Europe/Stockholm","203"
"2025-04-13 00:00:00.000 Europe/Stockholm","274"
"2025-04-14 00:00:00.000 Europe/Stockholm","275"
"2025-04-15 00:00:00.000 Europe/Stockholm","251"
"2025-04-16 00:00:00.000 Europe/Stockholm","278"
"2025-04-17 00:00:00.000 Europe/Stockholm","262"
"2025-04-18 00:00:00.000 Europe/Stockholm","233"
"2025-04-19 00:00:00.000 Europe/Stockholm","191"
"2025-04-20 00:00:00.000 Europe/Stockholm","249"
"2025-04-21 00:00:00.000 Europe/Stockholm","250"
"2025-04-22 00:00:00.000 Europe/Stockholm","272"
"2025-04-23 00:00:00.000 Europe/Stockholm","282"
"2025-04-24 00:00:00.000 Europe/Stockholm","278"
"2025-04-25 00:00:00.000 Europe/Stockholm","285"
"2025-04-26 00:00:00.000 Europe/Stockholm","192"
"2025-04-27 00:00:00.000 Europe/Stockholm","274"
"2025-04-28 00:00:00.000 Europe/Stockholm","286"
"2025-04-29 00:00:00.000 Europe/Stockholm","272"
"2025-04-30 00:00:00.000 Europe/Stockholm","282"
"2025-05-01 00:00:00.000 Europe/Stockholm","229"
"2025-05-02 00:00:00.000 Europe/Stockholm","231"
"2025-05-03 00:00:00.000 Europe/Stockholm","193"
"2025-05-04 00:00:00.000 Europe/Stockholm","275"
"2025-05-05 00:00:00.000 Europe/Stockholm","288"
"2025-05-06 00:00:00.000 Europe/Stockholm","293"
"2025-05-07 00:00:00.000 Europe/Stockholm","306"
"2025-05-08 00:00:00.000 Europe/Stockholm","300"
"2025-05-09 00:00:00.000 Europe/Stockholm","307"
"2025-05-10 00:00:00.000 Europe/Stockholm","212"
"2025-05-11 00:00:00.000 Europe/Stockholm","266"
"2025-05-12 00:00:00.000 Europe/Stockholm","300"
"2025-05-13 00:00:00.000 Europe/Stockholm","286"
"2025-05-14 00:00:00.000 Europe/Stockholm","308"
"2025-05-15 00:00:00.000 Europe/Stockholm","293"
"2025-05-16 00:00:00.000 Europe/Stockholm","302"
"2025-05-17 00:00:00.000 Europe/Stockholm","209"
"2025-05-18 00:00:00.000 Europe/Stockholm","275"
"2025-05-19 00:00:00.000 Europe/Stockholm","283"
"2025-05-20 00:00:00.000 Europe/Stockholm","296"
"2025-05-21 00:00:00.000 Europe/Stockholm","297"
"2025-05-22 00:00:00.000 Europe/Stockholm","308"
"2025-05-23 00:00:00.000 Europe/Stockholm","313"
"2025-05-24 00:00:00.000 Europe/Stockholm","217"
"2025-05-25 00:00:00.000 Europe/Stockholm","278"
"2025-05-26 00:00:00.000 Europe/Stockholm","286"
"2025-05-27 00:00:00.000 Europe/Stockholm","293"
"2025-05-28 00:00:00.000 Europe/Stockholm","304"
"2025-05-29 00:00:00.000 Europe/Stockholm","252"
"2025-05-30 00:00:00.000 Europe/Stockholm","241"
"2025-05-31 00:00:00.000 Europe/Stockholm","198"
"2025-06-01 00:00:00.000 Europe/Stockholm","284"
"2025-06-02 00:00:00.000 Europe/Stockholm","300"
"2025-06-03 00:00:00.000 Europe/Stockholm","309"
"2025-06-04 00:00:00.000 Europe/Stockholm","301"
"2025-06-05 00:00:00.000 Europe/Stockholm","307"
"2025-06-06 00:00:00.000 Europe/Stockholm","261"
"2025-06-07 00:00:00.000 Europe/Stockholm","209"
"2025-06-08 00:00:00.000 Europe/Stockholm","276"
"2025-06-09 00:00:00.000 Europe/Stockholm","300"
"2025-06-10 00:00:00.000 Europe/Stockholm","305"
"2025-06-11 00:00:00.000 Europe/Stockholm","298"
"2025-06-12 00:00:00.000 Europe/Stockholm","307"
"2025-06-13 00:00:00.000 Europe/Stockholm","311"
"2025-06-14 00:00:00.000 Europe/Stockholm","210"
"2025-06-15 00:00:00.000 Europe/Stockholm","258"
"2025-06-16 00:00:00.000 Europe/Stockholm","291"
"2025-06-17 00:00:00.000 Europe/Stockholm","294"
"2025-06-18 00:00:00.000 Europe/Stockholm","302"
"2025-06-19 00:00:00.000 Europe/Stockholm","294"
"2025-06-20 00:00:00.000 Europe/Stockholm","237"
"2025-06-21 00:00:00.000 Europe/Stockholm","215"
"2025-06-22 00:00:00.000 Europe/Stockholm","267"
"2025-06-23 00:00:00.000 Europe/Stockholm","303"
"2025-06-24 00:00:00.000 Europe/Stockholm","302"
"2025-06-25 00:00:00.000 Europe/Stockholm","298"
"2025-06-26 00:00:00.000 Europe/Stockholm","297"
"2025-06-27 00:00:00.000 Europe/Stockholm","263"
"2025-06-28 00:00:00.000 Europe/Stockholm","212"
"2025-06-29 00:00:00.000 Europe/Stockholm","251"
"2025-06-30 00:00:00.000 Europe/Stockholm","244"
"2025-07-01 00:00:00.000 Europe/Stockholm","249"
"2025-07-02 00:00:00.000 Europe/Stockholm","244"
"2025-07-03 00:00:00.000 Europe/Stockholm","254"
"2025-07-04 00:00:00.000 Europe/Stockholm","263"
"2025-07-05 00:00:00.000 Europe/Stockholm","213"
"2025-07-06 00:00:00.000 Europe/Stockholm","258"
"2025-07-07 00:00:00.000 Europe/Stockholm","257"
"2025-07-08 00:00:00.000 Europe/Stockholm","268"
"2025-07-09 00:00:00.000 Europe/Stockholm","263"
"2025-07-10 00:00:00.000 Europe/Stockholm","269"
"2025-07-11 00:00:00.000 Europe/Stockholm","272"
"2025-07-12 00:00:00.000 Europe/Stockholm","213"
"2025-07-13 00:00:00.000 Europe/Stockholm","267"
"2025-07-14 00:00:00.000 Europe/Stockholm","253"
"2025-07-15 00:00:00.000 Europe/Stockholm","261"
"2025-07-16 00:00:00.000 Europe/Stockholm","259"
"2025-07-17 00:00:00.000 Europe/Stockholm","251"
"2025-07-18 00:00:00.000 Europe/Stockholm","268"
"2025-07-19 00:00:00.000 Europe/Stockholm","220"
"2025-07-20 00:00:00.000 Europe/Stockholm","261"
"2025-07-21 00:00:00.000 Europe/Stockholm","245"
"2025-07-22 00:00:00.000 Europe/Stockholm","261"
"2025-07-23 00:00:00.000 Europe/Stockholm","259"
"2025-07-24 00:00:00.000 Europe/Stockholm","258"
"2025-07-25 00:00:00.000 Europe/Stockholm","268"
"2025-07-26 00:00:00.000 Europe/Stockholm","213"
"2025-07-27 00:00:00.000 Europe/Stockholm","262"
"2025-07-28 00:00:00.000 Europe/Stockholm","254"
"2025-07-29 00:00:00.000 Europe/Stockholm","250"
"2025-07-30 00:00:00.000 Europe/Stockholm","249"
"2025-07-31 00:00:00.000 Europe/Stockholm","248"
"2025-08-01 00:00:00.000 Europe/Stockholm","263"
"2025-08-02 00:00:00.000 Europe/Stockholm","202"
"2025-08-03 00:00:00.000 Europe/Stockholm","256"
"2025-08-04 00:00:00.000 Europe/Stockholm","247"
"2025-08-05 00:00:00.000 Europe/Stockholm","266"
"2025-08-06 00:00:00.000 Europe/Stockholm","259"
"2025-08-07 00:00:00.000 Europe/Stockholm","275"
"2025-08-08 00:00:00.000 Europe/Stockholm","269"
"2025-08-09 00:00:00.000 Europe/Stockholm","212"
"2025-08-10 00:00:00.000 Europe/Stockholm","258"
"2025-08-11 00:00:00.000 Europe/Stockholm","281"
"2025-08-12 00:00:00.000 Europe/Stockholm","282"
"2025-08-13 00:00:00.000 Europe/Stockholm","299"
"2025-08-14 00:00:00.000 Europe/Stockholm","301"
"2025-08-15 00:00:00.000 Europe/Stockholm","294"
"2025-08-16 00:00:00.000 Europe/Stockholm","217"
"2025-08-17 00:00:00.000 Europe/Stockholm","272"
"2025-08-18 00:00:00.000 Europe/Stockholm","298"
"2025-08-19 00:00:00.000 Europe/Stockholm","305"
"2025-08-20 00:00:00.000 Europe/Stockholm","287"
"2025-08-21 00:00:00.000 Europe/Stockholm","318"
"2025-08-22 00:00:00.000 Europe/Stockholm","311"
"2025-08-23 00:00:00.000 Europe/Stockholm","223"
"2025-08-24 00:00:00.000 Europe/Stockholm","288"
"2025-08-25 00:00:00.000 Europe/Stockholm","298"
"2025-08-26 00:00:00.000 Europe/Stockholm","308"
"2025-08-27 00:00:00.000 Europe/Stockholm","300"
"2025-08-28 00:00:00.000 Europe/Stockholm","305"
"2025-08-29 00:00:00.000 Europe/Stockholm","324"
"2025-08-30 00:00:00.000 Europe/Stockholm","216"
"2025-08-31 00:00:00.000 Europe/Stockholm","283"
"2025-09-01 00:00:00.000 Europe/Stockholm","319"
"2025-09-02 00:00:00.000 Europe/Stockholm","308"
"2025-09-03 00:00:00.000 Europe/Stockholm","309"
"2025-09-04 00:00:00.000 Europe/Stockholm","321"
"2025-09-05 00:00:00.000 Europe/Stockholm","319"
"2025-09-06 00:00:00.000 Europe/Stockholm","229"
"2025-09-07 00:00:00.000 Europe/Stockholm","286"
"2025-09-08 00:00:00.000 Europe/Stockholm","307"
"2025-09-09 00:00:00.000 Europe/Stockholm","309"
"2025-09-10 00:00:00.000 Europe/Stockholm","306"
"2025-09-11 00:00:00.000 Europe/Stockholm","306"
"2025-09-12 00:00:00.000 Europe/Stockholm","314"
"2025-09-13 00:00:00.000 Europe/Stockholm","221"
"2025-09-14 00:00:00.000 Europe/Stockholm","284"
"2025-09-15 00:00:00.000 Europe/Stockholm","313"
"2025-09-16 00:00:00.000 Europe/Stockholm","317"
"2025-09-17 00:00:00.000 Europe/Stockholm","306"
"2025-09-18 00:00:00.000 Europe/Stockholm","309"
"2025-09-19 00:00:00.000 Europe/Stockholm","313"
"2025-09-20 00:00:00.000 Europe/Stockholm","222"
"2025-09-21 00:00:00.000 Europe/Stockholm","284"
"2025-09-22 00:00:00.000 Europe/Stockholm","319"
"2025-09-23 00:00:00.000 Europe/Stockholm","306"
"2025-09-24 00:00:00.000 Europe/Stockholm","313"
"2025-09-25 00:00:00.000 Europe/Stockholm","318"
"2025-09-26 00:00:00.000 Europe/Stockholm","306"
"2025-09-27 00:00:00.000 Europe/Stockholm","202"
"2025-09-28 00:00:00.000 Europe/Stockholm","281"
"2025-09-29 00:00:00.000 Europe/Stockholm","620"
"2025-09-30 00:00:00.000 Europe/Stockholm","304"
"2025-10-01 00:00:00.000 Europe/Stockholm","310"
"2025-10-02 00:00:00.000 Europe/Stockholm","307"
"2025-10-03 00:00:00.000 Europe/Stockholm","293"
"2025-10-04 00:00:00.000 Europe/Stockholm","214"
"2025-10-05 00:00:00.000 Europe/Stockholm","273"
"2025-10-06 00:00:00.000 Europe/Stockholm","298"
"2025-10-07 00:00:00.000 Europe/Stockholm","299"
"2025-10-08 00:00:00.000 Europe/Stockholm","306"
"2025-10-09 00:00:00.000 Europe/Stockholm","313"
"2025-10-10 00:00:00.000 Europe/Stockholm","306"
"2025-10-11 00:00:00.000 Europe/Stockholm","194"
"2025-10-12 00:00:00.000 Europe/Stockholm","265"
"2025-10-13 00:00:00.000 Europe/Stockholm","304"
"2025-10-14 00:00:00.000 Europe/Stockholm","291"
"2025-10-15 00:00:00.000 Europe/Stockholm","292"
"2025-10-16 00:00:00.000 Europe/Stockholm","304"
"2025-10-17 00:00:00.000 Europe/Stockholm","311"
"2025-10-18 00:00:00.000 Europe/Stockholm","203"
"2025-10-19 00:00:00.000 Europe/Stockholm","282"
"2025-10-20 00:00:00.000 Europe/Stockholm","306"
"2025-10-21 00:00:00.000 Europe/Stockholm","305"
"2025-10-22 00:00:00.000 Europe/Stockholm","289"
"2025-10-23 00:00:00.000 Europe/Stockholm","297"
"2025-10-24 00:00:00.000 Europe/Stockholm","312"
"2025-10-25 00:00:00.000 Europe/Stockholm","223"
"2025-10-26 00:00:00.000 Europe/Stockholm","271"
"2025-10-27 00:00:00.000 Europe/Stockholm","263"
"2025-10-28 00:00:00.000 Europe/Stockholm","248"
"2025-10-29 00:00:00.000 Europe/Stockholm","242"
"2025-10-30 00:00:00.000 Europe/Stockholm","270"
"2025-10-31 00:00:00.000 Europe/Stockholm","283"
"2025-11-01 00:00:00.000 Europe/Stockholm","195"
"2025-11-02 00:00:00.000 Europe/Stockholm","256"
"2025-11-03 00:00:00.000 Europe/Stockholm","291"
"2025-11-04 00:00:00.000 Europe/Stockholm","249"
"2025-11-05 00:00:00.000 Europe/Stockholm","254"
"2025-11-06 00:00:00.000 Europe/Stockholm","270"
"2025-11-07 00:00:00.000 Europe/Stockholm","280"
"2025-11-08 00:00:00.000 Europe/Stockholm","157"
"2025-11-09 00:00:00.000 Europe/Stockholm","243"
"2025-11-10 00:00:00.000 Europe/Stockholm","270"
"2025-11-11 00:00:00.000 Europe/Stockholm","246"
"2025-11-12 00:00:00.000 Europe/Stockholm","245"
"2025-11-13 00:00:00.000 Europe/Stockholm","271"
"2025-11-14 00:00:00.000 Europe/Stockholm","272"
"2025-11-15 00:00:00.000 Europe/Stockholm","159"
"2025-11-16 00:00:00.000 Europe/Stockholm","255"
"2025-11-17 00:00:00.000 Europe/Stockholm","273"
"2025-11-18 00:00:00.000 Europe/Stockholm","242"
"2025-11-19 00:00:00.000 Europe/Stockholm","249"
"2025-11-20 00:00:00.000 Europe/Stockholm","260"
"2025-11-21 00:00:00.000 Europe/Stockholm","274"
"2025-11-22 00:00:00.000 Europe/Stockholm","316"
"2025-11-23 00:00:00.000 Europe/Stockholm","252"
"2025-11-24 00:00:00.000 Europe/Stockholm","273"
"2025-11-25 00:00:00.000 Europe/Stockholm","237"
"2025-11-26 00:00:00.000 Europe/Stockholm","243"
"2025-11-27 00:00:00.000 Europe/Stockholm","269"
"2025-11-28 00:00:00.000 Europe/Stockholm","269"
"2025-11-29 00:00:00.000 Europe/Stockholm","150"
"2025-11-30 00:00:00.000 Europe/Stockholm","253"
"2025-12-01 00:00:00.000 Europe/Stockholm","273"
"2025-12-02 00:00:00.000 Europe/Stockholm","247"
"2025-12-03 00:00:00.000 Europe/Stockholm","235"
"2025-12-04 00:00:00.000 Europe/Stockholm","271"
"2025-12-05 00:00:00.000 Europe/Stockholm","278"
"2025-12-06 00:00:00.000 Europe/Stockholm","155"
"2025-12-07 00:00:00.000 Europe/Stockholm","238"
"2025-12-08 00:00:00.000 Europe/Stockholm","256"
"2025-12-09 00:00:00.000 Europe/Stockholm","226"
"2025-12-10 00:00:00.000 Europe/Stockholm","228"
"2025-12-11 00:00:00.000 Europe/Stockholm","259"
"2025-12-12 00:00:00.000 Europe/Stockholm","274"
"2025-12-13 00:00:00.000 Europe/Stockholm","153"
"2025-12-14 00:00:00.000 Europe/Stockholm","241"
"2025-12-15 00:00:00.000 Europe/Stockholm","258"
"2025-12-16 00:00:00.000 Europe/Stockholm","231"
"2025-12-17 00:00:00.000 Europe/Stockholm","232"
"2025-12-18 00:00:00.000 Europe/Stockholm","273"
"2025-12-19 00:00:00.000 Europe/Stockholm","287"
"2025-12-20 00:00:00.000 Europe/Stockholm","193"
"2025-12-21 00:00:00.000 Europe/Stockholm","264"
"2025-12-22 00:00:00.000 Europe/Stockholm","257"
"2025-12-23 00:00:00.000 Europe/Stockholm","238"
"2025-12-24 00:00:00.000 Europe/Stockholm","119"
"2025-12-25 00:00:00.000 Europe/Stockholm","139"
"2025-12-26 00:00:00.000 Europe/Stockholm","229"
"2025-12-27 00:00:00.000 Europe/Stockholm","190"
"2025-12-28 00:00:00.000 Europe/Stockholm","243"
